Дата,Субъект РФ,Инициаторы действия,Вид населенного пункта,Населенный пункт,Кластер,Тема,Объект,Вид объекта,Действие,Ссылка,,
26.07.2017,Москва,4. GONGO – неправительственные но работающие на государство организации,1.Город,Москва,2.СоцПол,2.6. Политика,Иван Грозный,1. Личность,1. Установка,https://smotrim.ru/video/2099400 https://tass.ru/obschestvo/4440910,,
31.07.2017,Москва,3. Региональные власти,1.Город,Москва,2.СоцПол,2.3. Искусство,Максим Горький,1. Личность,2. Реставрация,https://www.mk.ru/moscow/2017/07/31/pamyatnik-gorkomu-nochyu-perevezli-na-drugoe-mesto.html https://www.vedomosti.ru/realty/news/2017/07/31/727123-zastava-gorkomu https://ria.ru/20170731/1499453837.html https://tass.ru/kultura/4451119,,
25.08.2017,Москва,6. Частное лицо,1.Город,Москва,2.СоцПол,2.3. Искусство,Лев Дуров,1. Личность,1. Установка,https://tass.ru/obschestvo/4507344,,
06.09.2017,Москва,3. Региональные власти,1.Город,Москва,2.СоцПол,2.3. Искусство,Александр Пушкин,1. Личность,2. Реставрация,https://www.mos.ru/news/item/28950073/ https://ria.ru/20170906/1501910022.html,добавила,
11.09.2017,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.5. Локальные конфликты,Воины-афганца,0. Обезличенные,2. Реставрация,https://www.vesti.ru/article/1601737,,
19.09.2017,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.2. Образование и наука,Михаил Калашников,1. Личность,1. Установка,https://vesti22.tv/news/v-moskve-ustanovili-pamyatnik-altayskomu-oruzheyniku-mihailu-kalashnikovu,,
20.09.2017,Москва,8. Неизвестно,1.Город,Москва ,3.Иное,3.Иное,Калашников,1. Личность,1. Установка,https://www.kp.ru/radio/26733/3760472/,,
22.09.2017,Москва,7. Смешанные,1.Город,Москва,2.СоцПол,2.7 Цари/императоры/вожди,"Владимир Ленин, Иосиф Сталин",1. Личность,1. Установка,https://www.interfax.ru/moscow/580187,Памятники установили,
29.09.2017,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.5. Здравоохранение,Святослав Федоров,1. Личность,1. Установка,http://www.aif.ru/society/v_moskve_otkryli_pamyatnik_oftalmologu_svyatoslavu_fedorovu,,
10.10.2017,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.8. ФОИВЫ,Павел Фитин,1. Личность,1. Установка,http://www.vesti.ru/videos/show/vid/732639/cid/3041/ https://ria.ru/20171010/1506559158.html,добавила,
25.10.2017,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.9 Иное,Вадерий Харламов,1. Личность,1. Установка,https://vesti22.tv/news/v-moskve-ustanovili-pamyatnik-altayskomu-oruzheyniku-mihailu-kalashnikovu https://rsport.ria.ru/20171025/1127748546.html,добавила,
30.10.2017,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.6. Политика,Жертвы политических репрессий,0. Обезличенные,1. Установка,https://www.crimea.kp.ru/online/news/2915512/,,
26.11.2017,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Наталья Ажикмаа-Рушевая,1. Личность,1. Установка,https://www.mngz.ru/russia-world-sensation/3567429-v-moskovskoy-shkole-1466-imeni-nadezhdy-rushevoy-otkryli-pamyatnik-natali-azhikmyy-rushevoy.html,,
13.12.2017,Москва,7. Смешанные,1.Город,Москва,2.СоцПол,2.9 Иное,Ликвидаторы ЧАЭС,0. Обезличенные,1. Установка,http://www.vesti.ru/videos/show/vid/739417/cid/3041/ https://tass.ru/obschestvo/4810214,,
20.12.2017,Москва,2. Федеральные власти,1.Город,Москва,2.СоцПол,2.2. Образование и наука,Аллея ученых,2. Группа,2. Реставрация,https://realty.ria.ru/20171228/1511868326.html,,
28.12.2017,Москва,3. Региональные власти,1.Город,Москва,2.СоцПол,2.2. Образование и наука,12 бюстов на Аллее учёных,2. Группа,2. Реставрация,https://realty.ria.ru/20171228/1511868326.html   https://www.mos.ru/news/item/34755073/,"Лауреатами городского конкурса «Московская реставрация» стали более 50 специалистов и организаций, которые занимаются сохранением и восстановлением памятников и исторических зданий и сооружений столицы.",
10.04.2018,Москва,2. Федеральные власти,1.Город,Москва,2.СоцПол,1.6. Иное,Рабочий и колхозница,0. Обезличенные,2. Реставрация,https://www.interfax.ru/culture/607758,,
17.04.2018,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.8. ФОИВЫ,Огнеборцы,0. Обезличенные,1. Установка,https://www.kp.ru/online/news/3087066/ https://ria.ru/20180417/1518814984.html,добавила,
23.04.2018,Москва,7. Смешанные,1.Город,Москва,2.СоцПол,2.7 Цари/императоры/вожди,Борис Ельцин,1. Личность,1. Установка,http://www.vesti.ru/videos/show/vid/752175/cid/3041/ https://tass.ru/obschestvo/5150376,,
14.05.2018,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Марина Цветаева,1. Личность,1. Установка,https://realty.ria.ru/20180514/1520523998.html,добавила,
01.08.2018,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.6. Иное,Василий Маргелов,1. Личность,1. Установка,https://ria.ru/20180801/1525721944.html,добавила,
22.08.2018,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Военные прокуроры и следователи ВОВ,0. Обезличенные,1. Установка,https://ria.ru/20180622/1523232941.html,добавила,
11.10.2018,Москва,3. Региональные власти,1.Город,Москва,2.СоцПол,2.9 Иное,"Джамбула Джабаев, Шыганак Берсиев ",1. Личность,2. Реставрация,https://tass.ru/obschestvo/5664023,,
12.10.2018,Москва,5. НПО,1.Город,Москва,2.СоцПол,2.5. Здравоохранение,Николай Склифосовский,1. Личность,1. Установка,https://www.msk.kp.ru/daily/26894.7/3938566/ https://ria.ru/20181012/1530525311.html,добавила,
18.10.2018,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.6. Политика,Ислам Каримов,1. Личность,1. Установка,https://www.msk.kp.ru/daily/26897.7/3941489/ https://rg.ru/2018/10/18/reg-cfo/v-moskve-otkryli-pamiatnik-islamu-karimovu.html https://ria.ru/20181018/1530954063.html,добавила,
26.10.2018,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Олег Табаков,1. Личность,1. Установка,https://ria.ru/20181026/1531560847.html,добавила,
11.11.2018,Москва,8. Неизвестно,1.Город,Москва,3.Иное,3.Иное,Рог единорога,0. Обезличенные,1. Установка,https://www.mk.ru/moscow/2018/11/11/novyy-stolichnyy-pamyatnik-v-forme-fallosa-vozbudil-socseti.html,,
07.12.2018,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Чингиз Айтматов,1. Личность,1. Установка,https://smotrim.ru/video/1850509 https://tass.ru/kultura/5883703?utm_source=google.com&utm_medium=organic&utm_campaign=google.com&utm_referrer=google.com https://ria.ru/20181207/1547584917.html,добавила,
11.12.2018,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Александр Солженицын,1. Личность,1. Установка,https://smotrim.ru/video/2189421 https://www.rbc.ru/rbcfreenews/5c0fcf259a7947a7133db612,,
21.12.2018,Москва,3. Региональные власти,1.Город,Москва,2.СоцПол,2.2. Образование и наука,Иван Мичурин,1. Личность,2. Реставрация,https://tass.ru/moskva/5939373,,
22.05.2019,Москва,6. Частное лицо,1.Город,Москва,2.СоцПол,2.3. Искусство,Иосиф Кобзон,1. Личность,1. Установка,https://tass.ru/obschestvo/6458121,,
04.06.2019,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Герои Сопротивления в фашистских концлагерях,0. Обезличенные,1. Установка,http://www.vesti.ru/videos/show/vid/799955/cid/1/ https://www.1tv.ru/news/2019-06-04/366331-pamyatnik_geroyam_soprotivleniya_v_natsistskih_kontslageryah_i_getto_otkryt_v_moskve ,,
05.06.2019,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Пушкин,1. Личность,1. Установка,https://www.kp.ru/online/news/3497874/,"международный аэропорт получил имя великого русского поэта 31 мая, указом президента России Владимира Путина. Это произошло в рамках проекта ""Великие имена России"".
",
15.06.2019,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.5. Здравоохранение,Военные медики,0. Обезличенные,1. Установка,https://ria.ru/20190615/1555597648.html,добавила,
11.07.2019,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие сотрудники в ВОВ,2. Группа,1. Установка,http://www.vesti.ru/videos/show/vid/803809/cid/1/ https://www.m24.ru/news/gorod/10072019/82370 ,,
17.07.2019,Москва,6. Частное лицо,1.Город,Москва,2.СоцПол,2.3. Искусство,Монумент будущим звёздам,0. Обезличенные,1. Установка,https://realty.ria.ru/20190717/1556611728.html,,
10.08.2019,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие сотрудники ВДНХ,0. Обезличенные,1. Установка,https://tass.ru/obschestvo/6650983,,
26.09.2019,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Лев Толстой,1. Личность,1. Установка,http://vestitula.ru/lenta/17450 https://ria.ru/20190926/1559180192.html ,добавила,
29.09.2019,Москва,6. Частное лицо,1.Город,Москва,2.СоцПол,2.9 Иное,П.Г. и П.П. фон Дервизов,2. Группа,1. Установка,https://rzn.mk.ru/culture/2019/09/29/v-starozhilove-otkryli-pamyatnik-v-chest-osnovateley-konezavoda-fon-dervizov.html,,
05.10.2019,Москва,6. Частное лицо,1.Город,Москва,3.Иное,3.Иное,Бездомные животные,0. Обезличенные,1. Установка,https://ria.ru/20191005/1559473332.html,добавила,
29.10.2019,Москва,2. Федеральные власти,1.Город,Москва,2.СоцПол,2.6. Политика,Евгений Примаков,1. Личность,1. Установка,https://www.vesti.ru/doc.html?id=3204696 https://tass.ru/obschestvo/3402852,,
30.10.2019,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.2. Образование и наука,Николай Доллежаль,1. Личность,1. Установка,https://ria.ru/20191030/1560413558.html,добавила,
08.11.2019,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Владислав Репин,1. Личность,1. Установка,https://www.vesti.ru/videos/show/vid/816745/cid/3041/     https://rg.ru/2019/11/08/v-moskve-otkryli-pamiatnik-osnovopolozhniku-raketno-kosmicheskoj-oborony.html ,,
12.11.2019,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Ипполитов-Иванов,1. Личность,1. Установка,https://radiosputnik.ria.ru/20191112/1560860203.html,добавила,
22.11.2019,Москва,3. Региональные власти,1.Город,Москва,2.СоцПол,2.7 Цари/императоры/вожди,Юрий Долгорукий,1. Личность,2. Реставрация,https://realty.ria.ru/20191122/1561452178.html,Добавлено,
02.12.2019,Москва,2. Федеральные власти,1.Город,Москва,2.СоцПол,2.2. Образование и наука,"Спускаемый аппарат пилотируемого корабля ""Союз МС-10""",0. Обезличенные,1. Установка,https://realty.ria.ru/20191202/1561852240.html,,
04.12.2019,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Николай Белехов,1. Личность,1. Установка,https://www.vesti.ru/doc.html?id=3216923,,
23.12.2019,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.7 Цари/императоры/вожди,Петр Вяземский,1. Личность,2. Установка,https://tvkultura.ru/article/show/article_id/354132,,
06.03.2020,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.2. Образование и наука,"Игорь Курчатов, Яков Зельдович и Юлий Харитон",2. Группа,1. Установка,https://sn.ria.ru/20200306/1568244994.html,,
23.04.2020,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Георгий Жуков,1. Личность,2. Реставрация,https://tass.ru/moskva/8320989,,
26.06.2020,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Андрей Дементьев ,1. Личность,1. Установка,https://ria.ru/20200626/1573514051.html,,
03.07.2020,Москва ,8. Неизвестно,1.Город,Москва ,2.СоцПол,2.9 Иное,Курьер ,0. Обезличенные,1. Установка,https://www.kp.ru/daily/27151.5/4247245/,,
18.08.2020,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.9 Иное,Валерий Брумель ,1. Личность,1. Установка,https://www.mk.ru/sport/2020/08/18/v-moskve-otkryt-pamyatnik-olimpiyskomu-chempionu-valeriyu-brumelyu.html,,
14.09.2020,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Евгений Вахтангов ,1. Личность,1. Установка,https://realty.ria.ru/20200914/vakhtangov-1577206264.html,,
29.09.2020,Москва ,8. Неизвестно,1.Город,Москва ,2.СоцПол,2.3. Искусство,Сергей Есенин ,1. Личность,1. Установка,https://tvkultura.ru/article/show/article_id/368945/,,
22.01.2021,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.6. Иное,Александр Суворов,1. Личность,2. Реставрация,https://tass.ru/moskva/10525925,,
08.05.2021,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Участники боевых действий ВОВ,0. Обезличенные,1. Установка,https://aif.ru/society/sablin_v_novoy_moskve_otkryli_pamyatnik_geroyam_velikoy_otechestvennoy_voyny,,
25.05.2021,Москва,7. Смешанные,1.Город,Москва,2.СоцПол,2.2. Образование и наука,Андрей Сахаров,1. Личность,1. Установка,https://na.ria.ru/20210525/mifi-1733883057.html,,
28.05.2021,Москва,5. НПО,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Моряки,0. Обезличенные,1. Установка,https://smotrim.ru/article/2568051,,
11.06.2021,Москва,6. Частное лицо,1.Город,Москва ,2.СоцПол,2.3. Искусство,Владимир Шаинский ,1. Личность,1. Установка,https://radiosputnik.ria.ru/20210611/pamyatnik-1736616366.html,,
22.06.2021,Москва,4. GONGO – неправительственные но работающие на государство организации,1.Город,Москва,1.Война,1.6. Иное,Александр Невский,1. Личность,1. Установка,https://www.interfax.ru/moscow/773363,,
30.06.2021,Москва ,6. Частное лицо,1.Город,Кузьминки ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воин-победитель ,0. Обезличенные,2. Реставрация,https://tass.ru/moskva/11785397,,
01.07.2021,Москва,3. Региональные власти,1.Город,Москва,2.СоцПол,2.2. Образование и наука,Маргина Рудомина,1. Личность,1. Установка,https://tass.ru/kultura/11803969,,
25.08.2021,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Георгий Данеллия,1. Личность,1. Установка,https://tass.ru/obschestvo/12220327,,
04.09.2021,Москва,3. Региональные власти,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,13-я дивизия Московского народного ополчения ,0. Обезличенные,1. Установка,https://ria.ru/20210904/pamyatnik-1748698877.html,,
06.09.2021,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Фёдор Достоевский,1. Личность,1. Установка,http://radiovesti.ru/news/2610236/ https://ria.ru/20210907/dostoevskiy-1749033500.html ,,
17.09.2021,Москва,2. Федеральные власти,1.Город,Москва,2.СоцПол,2.5. Здравоохранение,Медики,0. Обезличенные,1. Установка,https://www.vesti.ru/video/2338563   https://ria.ru/20210917/vrachi-1750542086.html ,,
27.09.2021,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Олег Табаков,1. Личность,1. Установка,https://ria.ru/20210927/pamyatnik-1751983492.html,,
04.10.2021,Москва,3. Региональные власти,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,13-ая Ростокинская дивизия народного ополчения,2. Группа,1. Установка,https://tass.ru/obschestvo/12303819,,
14.10.2021,Москва,7. Смешанные,1.Город,Москва,2.СоцПол,2.9 Иное,"""Милосердие""  ""Воспитание""",0. Обезличенные,2. Реставрация,https://tass.ru/obschestvo/12659961,,
22.10.2021,Москва,4. GONGO – неправительственные но работающие на государство организации,1.Город,Москва,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Надежда Троян,1. Личность,1. Установка,https://ria.ru/20211022/troyan-1755750791.html,,
27.10.2021,Москва,8. Неизвестно,1.Город,Москва,1.Война,1.6. Иное,Александр Невский,1. Личность,1. Установка,https://www.mk.ru/social/2021/10/27/v-moskve-otkryli-pamyatnik-aleksandru-nevskomu.html https://ria.ru/20211027/nevskiy-1756558906.html ,,
14.11.2021,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.3. Искусство,Армен Джигарханян ,1. Личность,1. Установка,https://ria.ru/20211114/dzhigarkhanyan-1758997573.html,,
10..09.2019,Москва,2. Федеральные власти,1.Город,Москва,1.Война,1.6. Иное,Павшим словенцам,0. Обезличенные,1. Установка,https://tass.ru/obschestvo/6870315,,
https://ria.ru/20181207/1547584917.html,Москва,8. Неизвестно,1.Город,Москва,2.СоцПол,2.9 Иное,Анатолий Тарасов,1. Личность,1. Установка,"https://aif.ru/sport/hockey/dacyuk_i_bure_sygrali_v_hokkeynom_matche_priurochennom_k_stoletiyu_tarasova https://rah.ru/news/detail.php?ID=34532 https://rsport.ria.ru/20181210/1547749240.html
 https://smotrim.ru/video/1851422",добавила,
22.12.2022,Москва,,1.Город,Москва,3.Иное,3.Иное,Работники энергоотрасли,,1. Установка,https://realty.ria.ru/20221222/pamyatnik-1840581905.html,Лиза П.,"по инициативе компании ""Россети Московский регион"""
06.07.2012,Московская область,8. Неизвестно,1.Город,Клин,2.СоцПол,2.4. Религия,Пётр и Феврония,2. Группа,1. Установка,https://ria.ru/20120706/693248079.html,,
17.09.2012,Московская область,4. GONGO – неправительственные но работающие на государство организации,2.Село,Новый Быт,1.Война,1.1. Отечественная война 1812 г.,Простые солдаты-участники Отечественной войны,2. Группа,1. Установка,https://ria.ru/20120917/752254523.html,,
09.07.2014,Московская область,8. Неизвестно,1.Город,Сергиев Посад,2.СоцПол,2.4. Религия,Пётр и Феврония,2. Группа,1. Установка,https://www.nsk.kp.ru/online/news/1786853/,,
04.12.2014,Московская область,8. Неизвестно,1.Город,Серпухов,2.СоцПол,2.4. Религия,Преподобный Варлаам Серпуховской,1. Личность,1. Установка,https://serp.mk.ru/articles/2014/12/04/v-serpukhove-otkryli-pamyatnik-prepodobnomu-varlaamu-serpukhovskomu-fotoreportazh.html,,
29.04.2015,Московская область,8. Неизвестно,1.Город,Дедовск,2.СоцПол,2.4. Религия,Святой Лука,1. Личность,1. Установка,http://www.mngz.ru/medicine/1144767-v-podmoskovnoy-bolnice-otkryli-pamyatnik-svyatomu-arhiepiskopu-luke.html,,
06.05.2015,Московская область,8. Неизвестно,3.Иное,42-й километр Волоколамского шоссе ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Регулировщица дорожного движения,0. Обезличенные,1. Установка,https://ria.ru/20150506/1062921841.html,Добавлено,
13.05.2015,Московская область,8. Неизвестно,2.Село,Орево,1.Война,1.5. Локальные конфликты,Военные кинологи,1. Личность,1. Установка,https://ria.ru/20150513/1064288316.html,Добавлено,
27.05.2015,Московская область,8. Неизвестно,2.Село,Новый Быт,2.СоцПол,2.8. ФОИВЫ,Спецназ,0. Обезличенные,1. Установка,http://www.mk.ru/mosobl/2015/05/27/boycam-specnaza-soldatam-rossii.html,,
08.11.2015,Московская область,6. Частное лицо,2.Село,Оболенск,1.Война,1.5. Локальные конфликты,"Воины, погибшие в локальных конфликтах",0. Обезличенные,1. Установка,https://serp.mk.ru/articles/2015/11/08/v-obolenske-otkryli-voinskiy-pamyatnik.html,,
23.02.2016,Московская область,8. Неизвестно,1.Город,Химки,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Военные врачи и медсестры ,0. Обезличенные,1. Установка,https://ria.ru/20160223/1379200014.html,добавила,
08.05.2016,Московская область,8. Неизвестно,3.Иное,Сумароково,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Экипаж разбившегося самолета,0. Обезличенные,1. Установка,https://ria.ru/20160508/1429319288.html,,
09.06.2016,Московская область,8. Неизвестно,3.Иное,Ашукино,1.Война,1.6. Иное,Авиаторам,0. Обезличенные,1. Установка,https://pushkino.tv/news/politika-vlast-gosudarstvo/101549/ https://ria.ru/20160609/1444910967.html  https://tass.ru/armiya-i-opk/3351382,упоминание в ТАСС,добавила
27.06.2016,Московская область,5. НПО,1.Город,Красногорск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Фронтовая медсестра,0. Обезличенные,1. Установка,https://www.mk.ru/politics/2016/06/27/vvoyskakh-izmenilas-sama-atmosfera.html https://ria.ru/20160618/1449117435.html,добавила,
08.07.2016,Московская область,3. Региональные власти,1.Город,Серпухов,2.СоцПол,2.4. Религия,Петр и Феврония,1. Личность,1. Установка,http://www.mngz.ru/russia-world-sensation/2063415-v-den-semi-lyubvi-i-vernosti-v-serpuhove-otkryli-pamyatnik-petru-i-fevronii.html,,
17.07.2016,Московская область,8. Неизвестно,3.Иное,Исаиха,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие летчики ВОВ,2. Группа,1. Установка,https://kolomna.bezformata.com/listnews/kolomenskom-rajone-otkrili-pamyatnik/48690344/,,
22.07.2016,Московская область,8. Неизвестно,1.Город,Кашира,2.СоцПол,2.9 Иное,Стрелец,0. Обезличенные,1. Установка,https://kuban.mk.ru/articles/2017/02/13/stellu-v-chest-30letiya-pobedy-vosstanovili-v-krasnodare.html,Некорректная ссылка. Правильная: https://ria.ru/20160801/1473320161.html,
24.07.2016,Московская область,8. Неизвестно,1.Город,Дубна,2.СоцПол,2.2. Образование и наука,Дмитрий Менделеев,1. Личность,1. Установка,http://www.mngz.ru/russia-world-sensation/2101637-pamyatnik-mendeleevu-otkryli-v-dubne.html,,
07.08.2016,Московская область,8. Неизвестно,1.Город,Талдом,2.СоцПол,2.3. Искусство,Михаил Салтыков-Щедрин,1. Личность,1. Установка,https://ria.ru/20160807/1473791781.html,,
05.09.2016,Московская область,8. Неизвестно,1.Город,Кубинка,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Георгий Жуков,1. Личность,1. Установка,https://tass.ru/armiya-i-opk/3594425,,
07.09.2016,Московская область,8. Неизвестно,2.Село,Красково,2.СоцПол,2.3. Искусство,"Фильм ""Начало""",0. Обезличенные,1. Установка,https://ria.ru/20160907/1476354962.html,,
09.09.2016,Московская область,8. Неизвестно,1.Город,Орехово-Зуево,2.СоцПол,2.3. Искусство,Виктор Сухоруков,1. Личность,1. Установка,http://www.mngz.ru/russia-world-sensation/2220381-brat-uvekovechili-v-bronze-na-glavnoy-ploschadi-rodnogo-orehovo-zuevo.html https://ria.ru/20160910/1476605180.html,,
10.09.2016,Московская область,8. Неизвестно,1.Город,Звенигород,2.СоцПол,2.3. Искусство,Любовь Орлова ,1. Личность,1. Установка,https://ria.ru/20160910/1476605741.html,добавила,
04.11.2016,Московская область,8. Неизвестно,1.Город,Руза,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Мишка Карась,1. Личность,1. Установка,http://www.br-tvr.ru/index.php/kultura/18735-pamyatnik-bryanskogo-skulptora-v-ruze,,
28.11.2016,Московская область,8. Неизвестно,1.Город,Егорьевск,2.СоцПол,2.4. Религия,Давид Хлудов,1. Личность,1. Установка,https://www.mngz.ru/russia-world-sensation/2475436-ustanovka-pamyatnika-d-i-hludovu-v-egorevske.html,,
02.12.2016,Московская область,3. Региональные власти,3.Иное,Шишково,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Советские солдаты,0. Обезличенные,2. Реставрация,https://ria.ru/20161202/1482733195.html,"Главное управление по информационной политике Московской области ежегодно организует проведение восстановительных работ и благоустройство на захоронениях советских солдат, погибших на территории региона в годы Великой Отечественной войны.",
16.12.2016,Московская область,8. Неизвестно,1.Город,Клин,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Поколение войны,0. Обезличенные,1. Установка,https://ria.ru/20161216/1483794145.html,добавила,
23.12.2016,Московская область,8. Неизвестно,1.Город,Черноголовка,2.СоцПол,2.2. Образование и наука,"Николай Семёнов, Фёдор Дубовицкий",0. Обезличенные,1. Установка,https://nauka.tass.ru/nauka/3902550,,
13.01.2017,Московская область,3. Региональные власти,1.Город,Королев,2.СоцПол,2.2. Образование и наука,Королев и Гагарин,2. Группа,1. Установка,https://litart.ru/pamyatnik-sergeyu-korolevu-i-yuriyu-gagarinu-v-koroleve/,,
17.01.2017,Московская область,6. Частное лицо,3.Иное,Лотошиснкий район,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воин-солдат,0. Обезличенные,2. Реставрация,https://ria.ru/20170117/1485866170.html,,
17.01.2017,Московская область,7. Смешанные,3.Иное,Лотошинский район,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Курган памяти,0. Обезличенные,2. Реставрация,https://ria.ru/20170117/1485866170.html,,
02.05.2017,Московская область,7. Смешанные,1.Город,Наро-Фоминск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Рубеж обороны Москвы,0. Обезличенные,2. Реставрация,https://ria.ru/20170502/1493537547.html,,
20.05.2017,Московская область,8. Неизвестно,1.Город,Кубинка,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Иван Конев,1. Личность,1. Установка,https://smotrim.ru/video/2096259,,
11.07.2017,Московская область,8. Неизвестно,2.Село,Снегири,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воины-сибярики,0. Обезличенные,1. Установка,https://bgtrk.ru/news/society/147854/,,
30.07.2017,Московская область ,8. Неизвестно,1.Город,Кашира,2.СоцПол,2.2. Образование и наука,Иван Двигубский,1. Личность,1. Установка,https://www.mk.ru/mosobl/2017/07/30/v-kashire-otkryli-pamyatnik-fiziku-dvigubskomu.html,,
10.10.2017,Московская область,8. Неизвестно,1.Город,Сергиев Посад,2.СоцПол,2.8. ФОИВЫ,Пожарные  ,0. Обезличенные,1. Установка,https://www.mngz.ru/russia-world-sensation/3422539-v-sergievom-posade-otkryli-pamyatnik-ogneborcam.html,,
10.10.2017,Московская область,8. Неизвестно,1.Город,Сергиев Посад,2.СоцПол,2.8. ФОИВЫ,Огнеборцы,0. Обезличенные,1. Установка,https://www.mngz.ru/russia-world-sensation/3422539-v-sergievom-posade-otkryli-pamyatnik-ogneborcam.html,,
08.11.2017,Московская область,3. Региональные власти,1.Город,Клин,2.СоцПол,2.3. Искусство,Пётр Чайковский,1. Личность,3. Демонтаж,https://www.mngz.ru/russia-world-sensation/3515445-v-klinu-snosyat-pamyatnik-chaykovskomu-pushkinu-prigotovitsya.html,,
21.11.2017,Московская область,5. НПО,2.Село,Шапкино,3.Иное,3.Иное,Высшая точка Московской области ,0. Обезличенные,1. Установка,https://ria.ru/20171127/1509706885.html,,
10.05.2018,Московская область,8. Неизвестно,1.Город,Воскресенск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Павшие воины,0. Обезличенные,2. Реставрация,https://www.mngz.ru/russia-world-sensation/4033395-v-voskresenske-otkryt-obnovlennyy-memorial-s-pamyatnikom-pavshim-voinam.html,,
11.05.2018,Московская область,8. Неизвестно,1.Город,Щелково,2.СоцПол,2.9 Иное,Марина Попович,1. Личность,1. Установка,https://www.mngz.ru/russia-world-sensation/4036622-na-aerodrome-chkalovskiy-ustanovili-monument-v-pamyat-o-marine-popovich.html,,
19.08.2018,Московская область,8. Неизвестно,1.Город,Мытищи,1.Война,1.6. Иное,Пётр Дейнекин,1. Личность,1. Установка,https://tass.ru/armiya-i-opk/5469955,,
04.11.2018,Московская область,8. Неизвестно,1.Город,Зеленоград,2.СоцПол,2.9 Иное,Вертолет Ми-8,0. Обезличенные,1. Установка,https://dontr.ru/novosti/v-zernograde-otkryli-pamyatnik-letchikam-armeyskoy-aviatsii/,,
