Дата,Субъект РФ,Инициаторы действия,Вид населенного пункта,Населенный пункт,Кластер,Тема,Объект,Вид объекта,Действие,Ссылка,,
08.05.2019,Московская область,8. Неизвестно,1.Город,Серпухов,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воины ВОВ,2. Группа,2. Реставрация,https://serp.mk.ru/social/2019/05/08/v-serpukhove-otrestavrirovali-pamyatnik-pogibshim-voinam.html,,
04.06.2019,Московская область,8. Неизвестно,1.Город,Серпухов,2.СоцПол,2.9 Иное,"Автомобиль ""Ока""",0. Обезличенные,2. Реставрация,https://serp.mk.ru/social/2019/06/04/v-serpukhove-obnovili-pamyatnik-avtomobilyu-oka.html,,
18.07.2019,Московская область,8. Неизвестно,1.Город,Сергиев Посад,2.СоцПол,2.4. Религия,Павел Флоренсксий,1. Личность,1. Установка,http://www.vesti.ru/videos/show/vid/804562/cid/3041/,,
17.12.2019,Московская область,4. GONGO – неправительственные но работающие на государство организации,1.Город,Одинцово,1.Война,1.6. Иное,Митрофан Неделин,1. Личность,1. Установка,https://tass.ru/obschestvo/7361497,,
06.05.2020,Московская область ,6. Частное лицо,2.Село,Хлупово ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воины-земляки,0. Обезличенные,2. Реставрация, http://gtrk-kurgan.ru/articles/26289/,,
14.05.2020,Московская область ,8. Неизвестно,1.Город,Ивантеевка,1.Война,1.5. Локальные конфликты,Участники локальных войн ,0. Обезличенные,1. Установка,https://www.saratov.kp.ru/online/news/3766451/,,
22.06.2020,Московская область ,8. Неизвестно,1.Город,Красногорск,2.СоцПол,2.4. Религия,Георгий Победоносец,1. Личность,1. Установка,https://ria.ru/20200622/1573323532.html,,
04.09.2020,Московская область ,7. Смешанные,1.Город,Красногорск ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Фронтовой кинооператор ,0. Обезличенные,1. Установка,https://tass.ru/obschestvo/9373441?utm_source=yandex.ru&utm_medium=organic&utm_campaign=yandex.ru&utm_referrer=yandex.ru,,
10.10.2020,Московская область ,8. Неизвестно,2.Село,Красновидово ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Герои ВОВ,0. Обезличенные,1. Установка,https://smotrim.ru/video/2230290,,
17.03.2021,Московская область ,8. Неизвестно,1.Город,Красногорск,2.СоцПол,2.9 Иное,Елизавета Глинка,1. Личность,1. Установка,https://smotrim.ru/article/2538051,,
23.04.2021,Московская область,3. Региональные власти,1.Город,Рошале,2.СоцПол,2.7 Цари/императоры/вожди,Владимир Ленин,1. Личность,1. Установка,https://www.interfax.ru/moscow/762985,,
24.04.2021,Московская область ,2. Федеральные власти,1.Город,Мытищи,1.Война,1.6. Иное,Дмитрий Язов,1. Личность,1. Установка,https://ria.ru/20210427/pamyatnik-1730112735.html,,
14.05.2021,Московская область ,6. Частное лицо,3.Иное,Ольгино ,1.Война,1.2. Первая мировая война,Виссарион Хадиков ,1. Личность,1. Установка,https://alaniatv.ru/v-olginskom-otkryli-pamyatnik-geroyu-pervoj-mirovoj-vojny-vissarionu-hadikovu/,,
18.05.2021,Московская область ,8. Неизвестно,1.Город,Серпухов,2.СоцПол,2.9 Иное,Анна Мараева,1. Личность,1. Установка,https://serp.mk.ru/culture/2021/05/19/pamyatnik-anne-maraevoy-otkryli-v-serpukhove.html,,
29.05.2021,Московская область ,8. Неизвестно,1.Город,Серпухов,2.СоцПол,2.8. ФОИВЫ,Пограничники всех поколений ,0. Обезличенные,1. Установка,https://serp.mk.ru/social/2021/05/29/pamyatnik-pogranichnikam-ustanovili-v-serpukhove.html,,
17.07.2021,Московская область ,8. Неизвестно,1.Город,Мытищи,2.СоцПол,2.2. Образование и наука,Алексей Леонов,1. Личность,1. Установка,https://ria.ru/20210717/leonov-1741701436.html,,
23.08.2021,Москвоская область,3. Региональные власти,1.Город,Балашиха,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Защитники неба Москвы,0. Обезличенные,1. Установка,https://tass.ru/moskovskaya-oblast/11974659,,
27.07.2012,Орловская область,8. Неизвестно,1.Город,Орел,1.Война,1.6. Иное,Алексей Ермолов,1. Личность,1. Установка,https://www.vesti.ru/article/1873206,,
27.06.2013,Орловская область,8. Неизвестно,2.Село,Глинки,2.СоцПол,2.9 Иное,Погибшая деревня,0. Обезличенные,1. Установка,https://ogtrk.ru/novosti/29834.html,,
30.10.2013,Орловская область,8. Неизвестно,1.Город,Болохов,2.СоцПол,2.7 Цари/императоры/вожди,Владимир Ленин,1. Личность,2. Реставрация,https://chr.aif.ru/orel/events/1011564 http://www.oryol.ru/material.php?id=31229,,
18.11.2015,Орловская область,8. Неизвестно,1.Город,Стрелецкий,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Илья Старинов,1. Личность,1. Установка,https://chr.aif.ru/orel/events/pod_orlom_otkryli_pamyatnik_dedushke_specnaza,,
20.04.2016,Орловская область,7. Смешанные,1.Город,Орел,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Память войны,0. Обезличенные,1. Установка,http://www.oryol.ru/material.php?id=44385,,
29.04.2016,Орловская область,8. Неизвестно,1.Город,Орел,2.СоцПол,2.9 Иное,Орел-основатель,0. Обезличенные,1. Установка,https://rg.ru/2016/04/29/reg-cfo/v-orle-otkryli-skulpturu-orel-osnovatel.html,,
23.05.2016,Орловская область,8. Неизвестно,1.Город,Орел,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Иван Баграмян,1. Личность,1. Установка,https://www.orel.kp.ru/daily/26532.5/3549506/    https://www.mngz.ru/russia-world-sensation/2424659-opros-orelgrada-chto-iz-idey-vermishyana-nuzhno-voplotit-v-pervuyu-ochered.html  ,,
04.08.2016,Орловская область,8. Неизвестно,2.Село,Малая Гать,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Герои ВОВ,1. Личность,1. Установка,https://www.mngz.ru/russia-world-sensation/2700401-predstaviteli-molodezhnyh-obschestvennyh-i-poiskovyh-obedineniy-prinyali-uchastie-v-blagoustroystve-voinskogo-memoriala-na-territorii-lesnogo-massiva-d-malaya-gat.html,,
